NodeName,OAGName,Name,City,density,R0,p_outbreak_from_one
POA,Porto Alegre RS Brazil,Salgado Filho Airport,Porto Alegre,3661.0672842857143,0.8150707520364492,0.0
MQF,Magnitogorsk Russian Fed.,Magnitogorsk Airport,Magnitogorsk,559.4155382222224,0.12454380322284125,0.0
PUF,Pau France,Uzein Airport,Pau,384.0090294285714,0.08549270037963776,0.0
POL,Pemba Mozambique,Pemba Airport,Pemba,787.6386915384616,0.17535358156371914,0.0
POM,Pt. Moresby Papua New Guinea,Jackson Field,Port Moresby,751.9343468965517,0.16740465170843846,0.0
MLM,Morelia Mexico,Morelia Airport,Morelia,1536.3854710344826,0.3420485787488799,0.0
MKX,Mukalla Yemen Republic of,Mukalla Airport,Mukalla,546.858034736842,0.12174810103690717,0.0
PUQ,Punta Arenas Chile,Pres Ibanez Airport,Punta Arenas,5.84983035375,0.001302359463914337,0.0
RDU,Raleigh/Durham NC USA,Raleigh/Durham Airport,Raleigh/Durham,1108.5088837931037,0.24678955599380856,0.0
REP,Siem Reap Cambodia,Siem Reap Airport,Siem Reap,776.2578706896553,0.1728198465930879,0.0
MEB,Melbourne(Essendon) VI Australia,Essendon Airport,Melbourne,2765.4937000000004,0.615687408829155,0.0
REN,Orenburg Tsentralny Russian Fed.,Orenburg Airport,Orenburg,603.9567124444445,0.13446009417048937,0.0
MEC,Manta Ecuador,Manta Airport,Manta,823.5235529411765,0.1833427002274973,0.0
REG,Reggio di Calabria Italy,Tito Menniti Airport,Reggio Calabria,1374.0964630000003,0.3059178514077891,0.0
MEL,Melbourne(Intl) VI Australia,Tullamarine Airport,Melbourne,2765.4937000000004,0.615687408829155,0.0
MEM,Memphis TN USA,Memphis International Airport,Memphis,803.2392682134482,0.1788267692369592,0.0
RAS,Rasht Sandra-E-Jangal Iran,Rasht Airport,Rasht,707.2575416666667,0.15745816495753656,0.0
MES,Medan Indonesia,Polania Airport,Medan,3004.2597111111113,0.668844364745371,0.0
RDN,Redang Malaysia,LTS Pulau Redang Airport,Redang,1133.0417650000002,0.2522513605393722,0.0
MFE,McAllen TX USA,Miller International Airport,McAllen,1528.1450828275863,0.34021400459568246,0.0
RCH,Riohacha Colombia,Riohacha Airport,Riohacha,117.3443572413793,0.026124609595265937,0.0
RCB,Richards Bay South Africa,Richards Bay Airport,Richards Bay,530.8352140000001,0.11818090832133517,0.0
RBR,Rio Branco AC Brazil,Pres. Medici Airport,Rio Branco,691.3206739310344,0.15391010813100883,0.0
RES,Resistencia CH Argentina,Resistencia Airport,Resistencia,651.7220713448276,0.1450941918193726,0.0
REU,Reus Spain,Reus Airport,Reus,1617.9358124999999,0.3602042948244714,0.0
REX,Reynosa Mexico,Gen Lucio Blanco Airport,Reynosa,1528.1450828275863,0.34021400459568246,0.0
RFD,Chicago(Rockford) IL USA,Chicago/Rockford International Airport,Rockford,157.05730437142856,0.03496598266202405,0.0
MDZ,Mendoza MD Argentina,El Plumerillo Airport,Mendoza,834.8706175862071,0.18586891998678143,0.0
RGS,Burgos Spain,,Burgos ,368.94236374285714,0.08213837838073659,0.0
RIA,Santa Maria RS Brazil,Base Aerea Airport,Santa Maria,506.6792948275862,0.1128030275895331,0.0
RIC,Richmond/Wmbg VA USA,Richmond International Airport (Byrd Field),Richmond,890.3886620000001,0.19822901356008812,0.0
RIG,Rio Grande RS Brazil,Rio Grande Airport,Rio Grande,804.7443165517243,0.17916184116699319,0.0
RIX,Riga Latvia,Riga Airport,Riga,1960.3346000000001,0.43643322359119385,0.0
RJA,Rajahmundry India,Rajahmundry Airport,Rajahmundry,1808.7698724137929,0.4026900643146246,0.0
RJK,Rijeka Croatia,Rijeka Airport,Rijeka,811.8361386956522,0.18074070775405943,0.0
MDQ,Mar Del Plata BA Argentina,Mar Del Plata Airport,Mar Del Plata,240.41228619999995,0.053523469440979445,0.0
MDL,Mandalay Myanmar,Annisaton Airport,Mandalay,2453.1553620689656,0.5461508982383828,0.0
RJL,Logrono Spain,Agoncillo Airport,Logrono,686.2564785714284,0.1527826561614887,0.0
RKV,Reykjavik(Domestic) Iceland,Reykjavik Domestic Airport,Reykjavik,427.6637636363636,0.09521164140905361,0.0
RLG,Rostock-Laage Germany,Laage Airport,Rostock-Laage,693.1535626923077,0.15431816783192243,0.0
MGA,Managua Nicaragua,Augusto C Sandino Airport,Managua,2614.201625,0.5820049507446776,0.0
MGF,Maringa PR Brazil,Regional De Maringa,Maringa,971.9471660344824,0.21638654688477896,0.0
MLH,Mulhouse France,EuroAirport French,"Mulhouse, France/Basel",1167.0640914285716,0.2598258193064078,0.0
MKE,Milwaukee WI USA,General Mitchell Airport,Milwaukee,1910.6716066666665,0.4253766517826593,0.0
MIG,Mian Yang China,Mian Yang Airport,Mian Yang,1769.8997551724137,0.3940363321563376,0.0
PZB,Pietermaritzburg South Africa,Pietermaritzburg Airport,Pietermaritzburg,3019.9679137931034,0.6723415134124024,0.0
MII,Marilia SP Brazil,Dr Gastao Vidigal Airport,Marilia,420.3353501724137,0.09358010202190982,0.0
PXU,Pleiku Vietnam,Pleiku Airport,Pleiku,463.60321448275863,0.10321291343016135,0.0
MJN,Majunga Madagascar,Amborovy Airport,Majunga,1059.8943188333333,0.23596639789677956,0.0
MJV,Murcia Spain,San Javier Airport,Murcia,956.7569090909091,0.21300470951626943,0.0
PWQ,Pavlodar Kazakhstan,Pavlodar Airport,Pavlodar,54.06255635555554,0.012036055347814444,0.0
RAO,Ribeirao Preto SP Brazil,Leite Lopes Airport,Ribeirao Preto,1253.9429535862068,0.2791678346304202,0.0
PVR,Puerto Vallarta Mexico,Ordaz,Puerto Vallarta,1136.331541625,0.25298377010728146,0.0
MSY,New Orleans(Intl) LA USA,Louis Armstrong International Airport,New Orleans,1136.1372895353572,0.25294052337497763,0.0
PVH,Porto Velho RO Brazil,Belmonte Airport,Porto Velho,790.9117727586207,0.1760822742001649,0.0
MLA,Malta,Luqa Airport,Malta,2847.521628571429,0.6339494510799711,0.0
MLG,Malang Indonesia,Malang Airport,Malang,2118.2141344827587,0.4715822609919454,0.0
PVD,Providence RI USA,Theodore Francis Green State Airport,Providence,1199.139598,0.2669668536641593,0.0
MID,Merida Mexico,Rejon Airport,Merida,1696.747286206897,0.3777502512779634,0.0
PZH,Zhob Pakistan,Zhob Airport,Zhob,36.78024172413794,0.008188458980486724,0.0
PZU,Pt. Sudan Sudan,Port Sudan Airport,Port Sudan,518.1187025172413,0.11534980586604267,0.0
MIA,Miami(Intl) FL USA,Miami International Airport,Miami,4471.8409375,0.9955749165169003,0.0
QOW,Owerri Nigeria,,Owerri ,2055.947103448276,0.45771962699169244,0.0
QRO,Queretaro Mexico,Queretaro Airport,Queretaro,1996.0075103448276,0.4443751551658713,0.0
MHT,Manchester (Boston Regional) NH USA,Manchester Municipal Airport,Manchester,640.9859057142856,0.14270397773288637,0.0
QRW,Warri Nigeria,,Warri ,1111.2378931034482,0.24739712080979662,0.0
MHG,Mannheim Germany,Mannheim Airport,Mannheim,1101.7805400000002,0.24529161132096855,0.0
MGZ,Myeik Myanmar,Myeik Airport,Myeik,145.64614916666667,0.03242549429288868,0.0
MGQ,Mogadishu Somalia,Mogadishu International Airport,Mogadishu,3056.3274408695656,0.6804363078471034,0.0
MGM,Montgomery AL USA,Dannelly Field,Montgomery,342.8665076896552,0.07633305825059204,0.0
QSF,Setif 8 Mai 45 Algeria,Setif Airport,Setif,740.345437142857,0.16482458948757453,0.0
RAE,Arar Saudi Arabia,Arar Airport,Arar,7.259245310344826,0.001616140342384942,0.0
RAI,Praia Cape Verde,Francisco Mendes Airport,Praia,364.6326472413793,0.08117889755256362,0.0
RAJ,Rajkot India,Civil Airport,Rajkot,894.5841172413793,0.1991630561747661,0.0
RAK,Marrakech Morocco,Menara Airport,Marrakech,2208.9984634482757,0.49179375822409344,0.0
PLD,Playa Samara Costa Rica,Playa Samara Airport,Playa Samara,65.5444188,0.014592285411528853,0.0
PIK,Glasgow(Prestwick) Scotland UK,Prestwick Airport,Glasgow,2053.325146,0.45713589534645704,0.0
MTR,Monteria Colombia,S. Jeronimo Airport,Monteria,603.9951551724138,0.13446865275211684,0.0
OMR,Oradea Romania,Oradea Airport,Oradea,431.07646714285715,0.09597141843512862,0.0
OBO,Obihiro Japan,Obihiro Airport,Obihiro,122.1663582857143,0.027198141358639,0.0
ODY,Oudomxay Laos,Oudomxay Airport,Oudomxay,69.43284599999998,0.015457973757587567,0.0
OGX,Ouargla Ain el Beida,Ain Beida Airport,Ouargla,53.84788762068965,0.011988263216837535,0.0
OGZ,Vladikavkaz Beslan,Vladikavkaz Airport,Vladikavkaz,397.3268308571428,0.08845766922149711,0.0
NCU,Nukus Uzbekistan,Nukus Airport,Nukus,24.220043142857147,0.005392156779947124,0.0
OIT,Oita Japan,Oita Airport,Oita,500.15965185185195,0.11135154639822863,0.0
OKA,Okinawa Japan,Naha Airport,Okinawa,3789.1218411764703,0.8435797948597379,0.0
OKC,Oklahoma City(Rogers) Oklahama USA,Will Rogers Airport,Oklahoma City,710.7118892172415,0.15822721328066552,0.0
NCL,Newcastle International England UK,Newcastle Airport,Newcastle,2085.2702192307693,0.46424789106798403,0.0
OKJ,Okayama Japan,Okayama Airport,Okayama,844.9894666666665,0.1881216996516497,0.0
NCE,Nice France,Cote DAzur Airport',Nice,1575.0469795238096,0.35065586792231757,0.0
OMA,Omaha NE USA,Eppley Airfield,Omaha,997.1143443714288,0.22198956627253452,0.0
NBW,Guantanamo Cuba,Guantanamo Naval Air Station,Guantanamo,305.94664206896556,0.06811351452199017,0.0
NBS,Baishan China,,Baishan ,639.2613002857141,0.14232002536750224,0.0
NBC,Nizhnekamsk Begishevo Russian Fed.,Naberevnye Chelny Airport,Naberevnye Chelny,1102.9787113333334,0.24555836260792802,0.0
PKY,Palangkaraya Indonesia,Palangkaraya Airport,Palangkaraya,81.62038896551725,0.018171310891001873,0.0
OMS,Omsk Tsentralny,Omsk Airport,Omsk,794.6384677777777,0.17691195578643693,0.0
NAT,Natal RN Brazil,Augusto Severo Airport,Natal,2856.51345,0.6359513183183638,0.0
NAS,Nassau(Intl) Bahamas,Nassau International Airport,Nassau,1150.4376725,0.2561242463148511,0.0
NAO,Nanchong China,Nanchong Airport,Nanchong,1651.9086482758619,0.36776773538823726,0.0
NAL,Nalchik Russian Fed.,Nalchik Airport,Nalchik,154.70948057142857,0.03444328194069918,0.0
OPO,Porto Portugal,Porto Airport,Porto,2394.593856666667,0.5331132328413234,0.0
NAG,Nagpur India,Sonegaon Airport,Nagpur,4393.329634482759,0.9780957876660604,0.0
ORF,Norfolk/Va.Bch/Wmbg VA USA,Norfolk International Airport,Norfolk,1279.4204378787879,0.2848399380554198,0.0
ORK,Cork Ireland,Cork Airport,Cork,499.43409711111116,0.11119001469114485,0.0
ORN,Oran Algeria,Es Senia Airport,Oran,3909.188847826087,0.8703105533532306,0.0
MZV,Mulu Malaysia,Mulu Airport,Mulu,26.855955517241384,0.005978995238369696,0.0
MZT,Mazatlan Mexico,Gen Rafael Buelna Airport,Mazatlan,1472.5454306086958,0.3278357425130565,0.0
OSI,Osijek Croatia,Osijek Airport,Osijek,336.210604,0.0748512410632666,0.0
OSM,MOSUL INTERNATIONAL IRAQ,Mosul Airport,Mosul,541.3100254285715,0.12051293659767193,0.0
NDC,Nanded India,Nanded Airport,Nanded,1290.4906172413796,0.28730451428896103,0.0
OAX,Oaxaca Mexico,Xoxocotlan Airport,Oaxaca,1239.0991362068962,0.27586312579691213,0.0
NDG,Qiqihar China,Qiqihar Airport,Qiqihar,1912.8412151428572,0.4258596760690208,0.0
OAK,Oakland CA USA,Metropolitan Oakland International Airport,Oakland,3278.494848580645,0.7298978833986676,0.0
NNY,Nanyang China,Nanyang Airport,Nanyang,2028.9654758620686,0.45171265312856446,0.0
NLV,Mykolaiv International Ukraine,Nikolaev Airport,Nikolaev,1073.9993465714285,0.23910662851076767,0.0
NOJ,Noyabrsk,Nojabrxsk Airport,Nojabrxsk,2.3658763123076922,0.0005267197883455671,0.0
NOV,Huambo Angola,Huambo Airport,Huambo,116.83002931034483,0.02601010373645777,0.0
NLD,Nuevo Laredo Mexico,Quetzalcoatl International Airport,Nuevo Laredo,1225.2633662068968,0.27278284057317226,0.0
NLA,Ndola Zambia,Ndola Airport,Ndola,892.6214620689656,0.19872610631748436,0.0
NOZ,Novokuznetsk Spichenkovo,Novokuznetsk Airport,Novokuznetsk,514.3732653555555,0.11451595167899073,0.0
NQN,Neuquen NE Argentina,Neuquen Airport,Neuquen,50.339529969696976,0.01120719051673136,0.0
NRN,Dusseldorf (Weeze) Germany,Niederrhein Airport,Dusseldorf,797.9596111111111,0.17765134858753073,0.0
NKC,Nouakchott Mauritania,Nouakchott Airport,Nouakchott,2340.064619467857,0.5209732794014129,0.0
NJF,AL NAJAF AL ASHRAF INTL IRAQ,,Najaf,342.8665076896552,0.07633305825059204,0.0
NJC,Nizhnevartovsk Russian Fed.,Nizhnevartovsk Airport,Nizhnevartovsk,68.00295670909091,0.015139634637005819,0.0
NIM,Niamey Niger,Niamey Airport,Niamey,1570.5076696551725,0.3496452722623478,0.0
NST,Nakhon Si Thammarat Thailand,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,379.6946708333333,0.08453218607282088,0.0
NHA,Nha-Trang Vietnam,Nha Trang Airport,Nha Trang,837.9625760000001,0.186557288889591,0.0
NTE,Nantes France,Nantes Atlantique Airport,Nantes,1212.3233571428573,0.2699019804031186,0.0
NTG,Nantong China,Nantong Airport,Nantong,2869.166035714286,0.6387681888516135,0.0
NTL,Newcastle(Williamtown) NS Australia,Williamtown Airport,Newcastle,747.9176650526316,0.16651040977377982,0.0
NUE,Nuremberg Germany,Metropolitan Area Airport,Nuremberg,1453.245937352941,0.3235390576229946,0.0
NUX,Novy Urengoy Russian Fed.,Novyj Urengoj Airport,Novyj Urengoj,0.8841920446153845,0.00019684944820398564,0.0
NVA,Neiva Colombia,La Marguita Airport,Neiva,200.68414103448274,0.04467871280510433,0.0
NVI,Navoi Uzbekistan,Navoi Airport,Navoi,95.27548279999998,0.021211371817653646,0.0
NGS,Nagasaki Japan,Nagasaki Airport,Nagasaki,1152.7490684210527,0.2566388370244272,0.0
NDR,Nador Morocco,Nador Airport,Nador,1458.524357142857,0.3247142028070773,0.0
NWI,Norwich England UK,Norwich Airport,Norwich,520.4316846666666,0.11586474972082264,0.0
NYO,Stockholm(Skavsta) Sweden,Skavsta Airport,Stockholm,168.94931872727278,0.03761352566836279,0.0
NZE,Nzerekore Guinea,Nzerekore Airport,Nzerekore,425.22525448275866,0.0946687512255796,0.0
NDJ,N'Djamena Chad,Ndjamena Airport,Ndjamena,1658.6892900000003,0.36927732325435086,0.0
NZH,Manzhouli China,Manzhouli Airport,Manzhouli,298.04242303030304,0.06635378238492827,0.0
MZR,Mazar-I-Sharif Afghanistan,Mazar-I-Sharif Airport,Mazar-I-Sharif,723.0287554285712,0.1609693419076622,0.0
OSR,Ostrava Czech Rep.,Mosnov Airport,Ostrava,683.2761955555555,0.15211914977649124,0.0
MZO,Manzanillo Cuba,Sierra Maestra Airport,Manzanillo,156.85254793103448,0.03492039732504523,0.0
PEN,Penang Malaysia,Penang International Airport,Penang,3259.8803279999993,0.7257536953490276,0.0
MUN,Maturin Venezuela,Quiriquire Airport,Maturin,90.25229103448272,0.020093048560521198,0.0
PES,Petrozavodsk Besovets,Petrozavodsk Airport,Petrozavodsk,608.1680033396226,0.13539766230853212,0.0
MUK,Mauke Is. Cook Is. S. Pacific,Mauke Island Airport,Mauke Island,0.0,0.0,0.0
MUC,Munich(Intl) Germany,Franz Josef Strauss Airport,Munich,2741.5239657142856,0.610350978812086,0.0
PET,Pelotas RS Brazil,Federal Airport,Pelotas,804.7443165517243,0.17916184116699319,0.0
PEW,Peshawar Pakistan,Peshawar Airport,Peshawar,1901.0349827586201,0.4232312308750629,0.0
PEZ,Penza Ternovka,Penza Airport,Penza,767.1430495555556,0.17079059568356855,0.0
PFB,Passo Fundo RS Brazil,Passo Fundo Airport,Passo Fundo,366.9329826551724,0.08169102583922586,0.0
PGF,Perpignan France,Llabanere Airport,Perpignan,632.0847970588235,0.14072230606110195,0.0
PGH,Pantnagar India,Pantnagar Airport,Pantnagar,1607.2184517241378,0.35781826730049704,0.0
MUA,Munda Solomon Is.,Munda Airport,Munda,229.1438607142857,0.051014757275450434,0.0
PGK,Pangkalpinang Indonesia,Pangkalpinang Airport,Pangkalpinang,710.5064421052632,0.1581814741780867,0.0
PHC,Pt. Harcourt Nigeria,Port Harcourt Airport,Port Harcourt,2055.947103448276,0.45771962699169244,0.0
MTT,Minatitlan Mexico,Minatitlan Airport,Minatitlan,1384.5241429473685,0.30823938670794,0.0
PHF,Newport News/Wmbg VA USA,Newport News/Williamsburg Airport,Newport News,1279.4204378787879,0.2848399380554198,0.0
PHG,Port Harcourt City Nigeria,Port Harcourt City Airport,Port Harcourt,2055.947103448276,0.45771962699169244,0.0
PHL,Philadelphia(Intl) PA USA,Philadelphia International Airport,Philadelphia,3202.497342857143,0.7129784062809357,0.0
PHS,Phitsanulok Thailand,Phitsanulok Airport,Phitsanulok,308.8005,0.0687488746367954,0.0
PHW,Phalaborwa South Africa,Phalaborwa Airport,Phalaborwa,261.9054602965518,0.058308537896214,0.0
PHX,Phoenix(Intl) AZ USA,Sky Harbor International Airport,Phoenix,1988.3574827586206,0.44267201418166896,0.0
PIA,Peoria IL USA,Greater Peoria Airport,Peoria,275.72723437142855,0.06138570717907401,0.0
PIE,St. Petersburg(Intl) FL USA,St. Petersburg International Airport,Saint Petersburg,1741.4964615384613,0.38771284992974575,0.0
MTS,Manzini Swaziland,Matsapha International Airport,Manzini,274.2971734482759,0.061067329847661646,0.0
PIT,Pittsburgh(Intl) PA USA,Pittsburgh International Airport,Pittsburgh,1286.9540742857146,0.28651716663794796,0.0
PIU,Piura Peru,Piura Airport,Piura,333.5509906896551,0.07425912601793717,0.0
PKK,Pakokku Myanmar,Pakokku Airport,Pakokku,232.11950344827582,0.05167723058518594,0.0
PKR,Pokhara Nepal,Pokhara Airport,Pokhara,790.4597400000001,0.17598163724052873,0.0
PKU,Pekanbaru Indonesia,Simpang Tiga Airport,Pekanbaru,722.3172855172413,0.16081094593439832,0.0
PKV,Pskov Russian Fed.,Pskov Airport,Pskov,291.6040302727273,0.06492039009264564,0.0
PER,Perth WA Australia,Perth Airport,Perth,1617.0280357142854,0.3600021946580556,0.0
MUX,Multan Pakistan,Multan Airport,Multan,4484.909510344828,0.998484399099315,0.0
MZL,Manizales Colombia,Santaguida Airport,Manizales,846.3733586206895,0.18842979829286952,0.0
PEI,Pereira Colombia,Matecana Airport,Pereira,846.3733586206895,0.18842979829286952,0.0
MZI,Mopti Mali,Mopti Airport,Mopti,368.25128517241376,0.0819845221725906,0.0
OSS,Osh Kyrgyzstan,Osh Airport,Osh,625.1794505714284,0.13918495492344007,0.0
OSW,Orsk Russian Fed.,Orsk Airport,Orsk,63.70379993333335,0.014182504741748246,0.0
OTP,Bucharest(Henri Coanda) Romania,Otopeni International Airport,Bucharest,3741.943042857143,0.833076284369405,0.0
MYY,Miri Sarawak Malaysia,Miri Airport,Miri,641.3650625,0.14278839016851638,0.0
MYJ,Matsuyama Shikoku Japan,Matsuyama Airport,Matsuyama,1011.0676137931038,0.22509601062817564,0.0
OUA,Ouagadougou Burkina Faso,Ouagadougou Airport,Ouagadougou,4390.240856896551,0.9774081269172756,0.0
OUD,Oujda Morocco,Les Angades Airport,Oujda,1091.69569,0.24304640093957053,0.0
OUL,Oulu Finland,Oulu Airport,Oulu,87.47957307692307,0.019475752800742763,0.0
OVB,Novosibirsk Russian Fed.,Tolmachevo Airport,Novosibirsk,1846.188618444444,0.4110206747894371,0.0
OVD,Asturias Spain,Asturias Airport,Asturias,405.9272431034483,0.09037239624864252,0.0
OYG,Moyo Uganda,Moyo Airport,Moyo,467.9382310344827,0.10417802685926174,0.0
OZC,Ozamis City Philippines,Labo Airport,Ozamis City,1032.7521196,0.2299236756458138,0.0
MXP,Milan (Malpensa) Italy,Malpensa Airport,Milan,4218.541522857143,0.939182359824617,0.0
OZH,Zaporizhia Mokraya Intl Ukraine,Zaporozhye Airport,Zaporozhye,1462.423936857143,0.32558237405975865,0.0
PAC,Panama City(Paitilla) Panama,Paitilla Airport,Panama City,4012.0066789473685,0.8932010933043776,0.0
PAD,Paderborn Germany,Paderborn Airport,Paderborn,554.5405393333333,0.12345847244304409,0.0
MXL,Mexicali Mexico,Mexicali Airport,Mexicali,1692.1010841724137,0.3767158580007314,0.0
MWZ,Mwanza Tanzania,Mwanza Airport,Mwanza,2362.992630769231,0.5260777885412271,0.0
MWX,Muan Rep. of Korea,Muan International Airport,Gwangju,2652.177650689656,0.590459629507639,0.0
PAZ,Poza Rica Mexico,Tajin Airport,Poza Rica,614.4637410344828,0.13679929501809734,0.0
PBD,Porbandar India,Porbandar Airport,Porbandar,311.1591655172414,0.06927398907137358,0.0
PBM,Paramaribo (J. Pengel) Surinam,Zanderij International Airport,Paramaribo,660.8175332142856,0.1471191327369784,0.0
PCL,Pucallpa Peru,Capitan Rolden Airport,Pucallpa,274.34133172413794,0.061077160893179445,0.0
PDG,Padang Indonesia,Tabing Airport,Padang,1180.8486039999998,0.2628946929860244,0.0
PDV,Plovdiv Bulgaria,Plovdiv Airport,Plovdiv,636.5936985714285,0.14172613184778216,0.0
MUZ,Musoma Tanzania,Musoma Airport,Musoma,730.5084862068966,0.16263456937198323,0.0
PEE,Perm Bolshoye Savino,Perm Airport,Perm,71.81781512727272,0.01598894421762083,0.0
PEG,Perugia Italy,Sant Egidio Airport,Perugia,419.7457157142857,0.09344883051994213,0.0
RMI,Rimini Italy,Miramare Airport,Rimini,632.2827679999999,0.14076638072878114,0.0
AAE,Annaba Rabah Bitat,Les Salines Airport,Annaba,2359.314891764706,0.5252590061306774,0.0
RNO,Reno NV USA,Reno/Tahoe International Airport,Reno,710.4549787117647,0.15817001677957856,0.0
ULY,Ulyanovsk Vostochny Russian Fed.,Ulyanovsk Airport,Ulyanovsk,787.7181542222223,0.17537127250037296,0.0
UTH,Udon Thani Thailand,Udon Thani Airport,Udon Thani,1101.5730310344827,0.2452454131838011,0.0
USQ,Usak Turkey,Usak Airport,Usak,158.3227951428572,0.03524772141050072,0.0
URT,Surat Thani Thailand,Surat Thani Airport,Surat Thani,374.14084137931036,0.08329572588286405,0.0
URG,Uruguaiana RS Brazil,Ruben Berta Airport,Uruguaiana,241.63558820689656,0.05379581562019572,0.0
URA,Uralsk Kazakhstan,Uralsk Airport,Uralsk,29.384975911111106,0.006542036120790704,0.0
UPN,Uruapan Mexico,Uruapan Airport,Uruapan,675.3929406896552,0.15036408493525658,0.0
UPB,Havana(Playa Baracoa) Cuba,Playa Baracoa Airport,Havana,3577.5977315789464,0.7964877581131008,0.0
UND,Kunduz Afghanistan,Kunduz Airport,Kunduz,258.26833885714285,0.0574987982556476,0.0
ULU,Gulu Uganda,Gulu Airport,Gulu,444.4427275862068,0.09894717580463612,0.0
UUS,Yuzhno-Sakhalinsk Khomutovo Russian Fed.,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,114.8760916,0.025575094665239932,0.0
ULN,Ulaanbaatar Mongolia,Chinggis Khaan International Airport,Ulaanbaatar,949.8604714285714,0.21146934176819734,0.0
ULG,Ulgit Mongolia,Ulgit Airport,Ulgit,56.7568754,0.012635897000331334,0.0
UKK,Ust-Kamenogorsk Kazakhstan,Ust-Kamenogorsk Airport,Ust-Kamenogorsk,35.124010444444444,0.007819728888996628,0.0
UIO,Quito Ecuador,Mariscal Sucre Airport,Quito,2190.1716765172414,0.48760231289115086,0.0
UIH,Quinhon Vietnam,Qui Nhon Airport,Qui Nhon,990.1428125,0.2204374801500856,0.0
UIB,Quibdo Colombia,Quibdo Airport,Quibdo,65.25293793103448,0.014527392441085038,0.0
UGC,Urgench Uzbekistan,Urgench Airport,Urgench,164.64140571428572,0.036654446354449546,0.0
UFA,Ufa Russian Fed.,Ufa Airport,Ufa,723.6510675555555,0.16110788850458482,0.0
UUD,Ulan-Ude Mukhino Russian Fed.,Ulan-Ude Airport,Ulan-Ude,676.8387533555557,0.15068596910874812,0.0
UYL,Nyala Sudan,Nyala Airport,Nyala,99.28653793103452,0.02210436106593779,0.0
RNS,Rennes France,St Jacques Airport,Rennes,803.1682428571429,0.17881095671943845,0.0
VGO,Vigo Spain,Vigo Airport,Vigo,1333.2981000000002,0.2968348300290236,0.0
VNO,Vilnius Lithuania,Vilnius Airport,Vilnius,509.819314888889,0.11350209655331887,0.0
VLN,Valencia Venezuela,Valencia Airport,Valencia,1060.174804,0.2360288428719679,0.0
VLL,Valladolid Spain,Valladolid Airport,Valladolid,550.316672,0.12251810438735188,0.0
VLC,Valencia Spain,Valencia Airport,Valencia,3436.893038709677,0.7651623901461506,0.0
VIT,Vitoria Spain,Vitoria Airport,Vitoria,1737.3100394285714,0.3867808183792478,0.0
VIS,Visalia CA USA,Visalia Airport,Visalia,1228.4233617142856,0.27348635671058236,0.0
VII,Vinh City Vietnam,Vinh City Airport,Vinh City,1106.4139344827588,0.24632315322727372,0.0
VIE,Vienna Austria,Vienna International Airport,Vienna,3075.5895485714286,0.6847246695163229,0.0
VGA,Vijayawada India,Vijayawada Airport,Vijayawada,2798.8841862068957,0.6231211997404374,0.0
UYN,Yulin China,Yulin Airport,Yulin,613.1360234285714,0.13650370258465935,0.0
VER,Veracruz Mexico,Las Bajadas Airport,Veracruz,2576.6487435000004,0.5736444774213056,0.0
VDC,Vitoria Da Conquista BA Brazil,Vitoria Da Conquista Airport,Vitoria Da Conquista,519.6321195862068,0.11568674094337414,0.0
VCE,Venice Italy,Marco Polo Airport,Venice,855.3110396636365,0.19041961214862826,0.0
VCA,Can Tho Vietnam,Can Tho Airport,Can Tho,1564.950051724138,0.3484079686361558,0.0
VBS,Verona(Brescia) Italy,Montichiari Airport,Brescia,882.4015825714285,0.19645083404823827,0.0
VAS,Sivas Turkey,Sivas Airport,Sivas,62.091382342857145,0.013823528979760127,0.0
VAR,Varna Bulgaria,Varna Airport,Varna,618.6904682352941,0.13774029977182187,0.0
VAN,Van Ferit Melen Turkey,Van Airport,Van,184.90639222222222,0.041166080943611405,0.0
UET,Quetta Pakistan,Quetta Airport,Quetta,349.1587862068966,0.07773392083650635,0.0
UEL,Quelimane Mozambique,Quelimane Airport,Quelimane,556.09106,0.12380366796874573,0.0
UDR,Udaipur India,Dabok Airport,Udaipur,446.2592206896552,0.09935158530736549,0.0
TRS,Trieste Italy,Dei Legionari Airport,Trieste,857.0884275862069,0.19081531558651046,0.0
TTE,Ternate Indonesia,Babullah Airport,Ternate,1678.352,0.3736548718166416,0.0
TSV,Townsville QL Australia,Townsville Airport,Townsville,359.1930585826087,0.07996787101997202,0.0
TSR,Timisoara Traian Vuia Romania,Timisoara Airport,Timisoara,691.1186217142857,0.1538651248407637,0.0
TSF,Venice (Treviso) Italy,Treviso Airport,Venice,855.3110396636365,0.19041961214862826,0.0
TSE,Astana Kazakhstan,Astana Airport,Astana,100.1704880222222,0.022301156647564914,0.0
TRZ,Tiruchirapally India,Civil Airport,Tiruchirappalli,2119.361417241379,0.47183768285345584,0.0
TRV,Thiruvananthapuram India,Trivandrum International Airport,Thiruvananthapuram,3661.824764705882,0.8152393914215731,0.0
TRU,Trujillo Peru,Trujillo Airport,Trujillo,2028.6665907692304,0.4516461117409102,0.0
TRN,Turin Italy,Citta Di Torino Airport,Turin,2606.2424880000003,0.5802329921117412,0.0
UDJ,Uzhhorod International Ukraine,Uzhgorod Airport,Uzhgorod,268.68692000000004,0.05981830787070188,0.0
