"Chad","Total","766352 [616877–927075]","404957 [326578–489376]","361395 [290341–437438]","","","","5303 [4268–6415]","5598 [4515–6765]","5006 [4022–6060]","4821 [3881–5832]","5304 [4277–6410]","4367 [3508–5285]"
"Chad","Lower respiratory infections","663943 [512605–821986]","348382 [268972–431309]","315562 [243633–390677]","547683 [422845–678051]","284063 [219315–351681]","263620 [203531–326370]","4594 [3547–5687]","4816 [3718–5963]","4371 [3375–5412]","3109 [2401–3850]","3380 [2610–4185]","2854 [2204–3534]"
"Chad","Trachea, bronchus, lung cancers","594 [385–812]","332 [215–454]","262 [169–358]","","","","4 [3–6]","5 [3–6]","4 [2–5]","10 [6–13]","12 [8–16]","8 [5–11]"
"Chad","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Chad","Ischaemic heart disease","49897 [43228–56872]","29961 [26128–34134]","19937 [17121–22813]","","","","345 [299–394]","414 [361–472]","276 [237–316]","848 [735–966]","1026 [895–1169]","680 [584–778]"
"Chad","Stroke","36668 [31463–42121]","18188 [15616–20868]","18480 [15858–21225]","","","","254 [218–291]","251 [216–288]","256 [220–294]","585 [502–672]","583 [501–669]","583 [501–670]"
"Chad","Chronic obstructive pulmonary disease","15249 [9142–21867]","8095 [4853–11608]","7154 [4289–10260]","","","","106 [63–151]","112 [67–160]","99 [59–142]","269 [162–386]","302 [181–433]","242 [145–346]"
"Chile","Total","99916 [86685–115860]","60379 [52379–69570]","39536 [33529–46654]","","","","558 [484–647]","681 [590–784]","437 [371–516]","441 [382–511]","595 [516–686]","307 [261–363]"
"Chile","Lower respiratory infections","12704 [7135–19231]","7217 [4053–10925]","5487 [3082–8307]","1072 [602–1622]","591 [332–894]","481 [270–728]","71 [40–107]","81 [46–123]","61 [34–92]","57 [32–86]","75 [42–113]","42 [24–64]"
"Chile","Trachea, bronchus, lung cancers","9227 [5004–14272]","5584 [3029–8638]","3643 [1976–5634]","","","","52 [28–80]","63 [34–97]","40 [22–62]","41 [22–63]","54 [29–84]","30 [16–46]"
"Chile","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Chile","Ischaemic heart disease","40016 [32906–46965]","27155 [22299–31849]","12861 [10119–15411]","","","","223 [184–262]","306 [251–359]","142 [112–170]","179 [147–210]","265 [217–311]","101 [79–120]"
"Chile","Stroke","23662 [18376–30838]","12719 [9986–15983]","10943 [8257–15080]","","","","132 [103–172]","143 [113–180]","121 [91–167]","104 [81–136]","125 [98–157]","87 [66–120]"
"Chile","Chronic obstructive pulmonary disease","14306 [7338–23142]","7704 [3952–12463]","6602 [3386–10679]","","","","80 [41–129]","87 [45–140]","73 [37–118]","60 [31–97]","77 [39–124]","48 [25–78]"
"China","Total","25824548 [22601922–28930638]","14454450 [12585620–16244202]","11370098 [10047360–12727648]","","","","1830 [1601–2050]","1989 [1732–2235]","1661 [1468–1859]","1475 [1291–1652]","1682 [1465–1890]","1277 [1128–1429]"
"China","Lower respiratory infections","1524468 [1179048–1888121]","824943 [638024–1021728]","699525 [541024–866393]","611084 [472622–756854]","340757 [263547–422042]","270327 [209075–334812]","108 [84–134]","113 [88–141]","102 [79–127]","118 [91–146]","126 [97–156]","111 [86–138]"
"China","Trachea, bronchus, lung cancers","3388862 [2200624–4628154]","2444575 [1587434–3338547]","944286 [613191–1289608]","","","","240 [156–328]","336 [218–459]","138 [90–188]","186 [121–254]","272 [177–372]","102 [66–140]"
"China","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"China","Ischaemic heart disease","7606068 [6362373–8859445]","3992448 [3358243–4640432]","3613620 [2995687–4220302]","","","","539 [451–628]","549 [462–638]","528 [438–616]","426 [356–496]","455 [383–529]","396 [328–463]"
"China","Stroke","8084372 [6723359–9610842]","4324148 [3587465–5122418]","3760223 [3132895–4468997]","","","","573 [476–681]","595 [494–705]","549 [458–653]","446 [371–530]","487 [404–576]","408 [340–485]"
"China","Chronic obstructive pulmonary disease","5220779 [3126932–7502926]","2868336 [1717960–4122165]","2352444 [1408972–3380762]","","","","370 [222–532]","395 [236–567]","344 [206–494]","299 [179–429]","343 [205–492]","259 [155–372]"
"Colombia","Total","307228 [261644–361493]","182289 [155251–213114]","124940 [106002–146980]","","","","631 [538–743]","761 [648–890]","506 [429–595]","656 [558–771]","841 [716–983]","496 [421–584]"
"Colombia","Lower respiratory infections","48866 [23033–80588]","27585 [13002–45493]","21281 [10031–35095]","15241 [7184–25134]","8155 [3844–13449]","7086 [3340–11686]","100 [47–166]","115 [54–190]","86 [41–142]","107 [51–177]","127 [60–209]","90 [43–149]"
"Colombia","Trachea, bronchus, lung cancers","15484 [8012–24875]","9200 [4760–14780]","6284 [3251–10095]","","","","32 [16–51]","38 [20–62]","25 [13–41]","33 [17–53]","43 [22–69]","24 [13–39]"
"Colombia","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Colombia","Ischaemic heart disease","161035 [131664–189056]","102336 [83150–120363]","58700 [47096–69398]","","","","331 [271–389]","427 [347–503]","238 [191–281]","339 [277–398]","466 [379–548]","230 [184–271]"
"Colombia","Stroke","51603 [40078–64902]","26442 [20640–32934]","25162 [19475–32048]","","","","106 [82–133]","110 [86–138]","102 [79–130]","108 [84–136]","120 [94–149]","98 [76–124]"
"Colombia","Chronic obstructive pulmonary disease","30239 [13434–50958]","16726 [7430–28186]","13514 [6003–22773]","","","","62 [28–105]","70 [31–118]","55 [24–92]","68 [30–115]","86 [38–145]","54 [24–91]"
"Comoros","Total","10965 [7247–15077]","5984 [4040–8151]","4980 [3212–6935]","","","","1378 [911–1895]","1491 [1007–2031]","1263 [815–1759]","1722 [1138–2368]","1980 [1337–2698]","1482 [956–2064]"
"Comoros","Lower respiratory infections","7351 [3798–11468]","3874 [2002–6044]","3476 [1796–5424]","5320 [2749–8300]","2711 [1401–4230]","2609 [1348–4070]","924 [477–1441]","965 [499–1506]","882 [455–1375]","808 [418–1261]","892 [461–1391]","733 [379–1144]"
"Comoros","Trachea, bronchus, lung cancers","30 [16–47]","21 [11–34]","9 [5–14]","","","","4 [2–6]","5 [3–8]","2 [1–3]","7 [4–11]","11 [6–17]","4 [2–6]"
"Comoros","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Comoros","Ischaemic heart disease","2111 [1770–2460]","1283 [1069–1505]","829 [691–962]","","","","265 [223–309]","320 [266–375]","210 [175–244]","525 [440–612]","642 [535–753]","413 [345–480]"
"Comoros","Stroke","1049 [836–1270]","553 [436–673]","496 [398–601]","","","","132 [105–160]","138 [109–168]","126 [101–152]","263 [209–318]","284 [224–346]","242 [194–293]"
"Comoros","Chronic obstructive pulmonary disease","423 [205–694]","253 [123–415]","170 [83–279]","","","","53 [26–87]","63 [31–103]","43 [21–71]","119 [58–194]","152 [74–249]","90 [44–148]"
"Congo","Total","71942 [58102–85848]","35293 [28179–42280]","36649 [30032–43654]","","","","1404 [1134–1675]","1376 [1099–1649]","1431 [1172–1704]","1729 [1397–2064]","1708 [1364–2046]","1745 [1430–2079]"
"Congo","Lower respiratory infections","47576 [35040–60849]","24135 [17776–30869]","23441 [17264–29980]","33753 [24860–43169]","17210 [12675–22011]","16543 [12184–21158]","928 [684–1187]","941 [693–1204]","915 [674–1170]","780 [575–998]","811 [597–1037]","753 [555–964]"
"Congo","Trachea, bronchus, lung cancers","214 [132–305]","126 [77–179]","89 [55–126]","","","","4 [3–6]","5 [3–7]","3 [2–5]","8 [5–12]","11 [6–15]","7 [4–9]"
"Congo","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Congo","Ischaemic heart disease","11939 [10201–13660]","6007 [5132–6889]","5932 [5041–6811]","","","","233 [199–266]","234 [200–269]","232 [197–266]","464 [396–530]","472 [403–542]","451 [383–518]"
"Congo","Stroke","7951 [6738–9210]","3200 [2708–3706]","4751 [4038–5519]","","","","155 [131–180]","125 [106–145]","185 [158–215]","302 [256–350]","255 [216–295]","345 [293–401]"
"Congo","Chronic obstructive pulmonary disease","4262 [2439–6306]","1824 [1044–2700]","2437 [1395–3607]","","","","83 [48–123]","71 [41–105]","95 [54–141]","175 [100–259]","159 [91–236]","189 [108–280]"
"Cook Islands","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Costa Rica","Total","22435 [19010–26348]","14023 [11876–16441]","8412 [7019–10034]","","","","462 [391–542]","577 [489–677]","347 [289–413]","417 [353–490]","547 [464–642]","294 [246–351]"
"Costa Rica","Lower respiratory infections","2590 [1155–4342]","1581 [705–2650]","1009 [450–1691]","403 [180–676]","215 [96–360]","188 [84–315]","53 [24–89]","65 [29–109]","42 [19–70]","51 [23–86]","64 [29–108]","39 [17–65]"
"Costa Rica","Trachea, bronchus, lung cancers","782 [400–1264]","528 [270–853]","254 [130–411]","","","","16 [8–26]","22 [11–35]","10 [5–17]","15 [7–23]","21 [11–33]","9 [5–15]"
"Costa Rica","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Costa Rica","Ischaemic heart disease","12414 [10017–14597]","8330 [6736–9796]","4084 [3187–4895]","","","","256 [206–301]","343 [277–403]","168 [131–202]","230 [186–271]","323 [261–380]","142 [111–171]"
"Costa Rica","Stroke","3599 [2714–4878]","1902 [1453–2467]","1697 [1261–2395]","","","","74 [56–100]","78 [60–102]","70 [52–99]","66 [50–90]","74 [56–96]","59 [44–83]"
"Costa Rica","Chronic obstructive pulmonary disease","3050 [1328–5179]","1682 [733–2856]","1368 [596–2323]","","","","63 [27–107]","69 [30–118]","56 [25–96]","55 [24–93]","66 [29–112]","45 [20–76]"
"Côte d'Ivoire","Total","604468 [441767–776343]","341323 [250100–437570]","263145 [191736–338773]","","","","2551 [1864–3276]","2841 [2082–3642]","2253 [1641–2900]","3232 [2362–4152]","3524 [2582–4517]","2917 [2125–3755]"
"Côte d'Ivoire","Lower respiratory infections","393197 [237594–563425]","220561 [133277–316049]","172636 [104318–247376]","248406 [150103–355949]","138384 [83620–198295]","110022 [66482–157654]","1659 [1003–2378]","1836 [1109–2630]","1478 [893–2118]","1459 [881–2090]","1640 [991–2350]","1261 [762–1807]"
"Côte d'Ivoire","Trachea, bronchus, lung cancers","893 [498–1354]","578 [322–877]","315 [175–477]","","","","4 [2–6]","5 [3–7]","3 [2–4]","8 [4–12]","9 [5–14]","6 [3–9]"
"Côte d'Ivoire","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Côte d'Ivoire","Ischaemic heart disease","111933 [94012–130047]","67855 [57307–78860]","44078 [36739–51014]","","","","472 [397–549]","565 [477–656]","377 [315–437]","955 [802–1110]","1066 [901–1239]","834 [695–966]"
"Côte d'Ivoire","Stroke","74294 [61009–88552]","38484 [31505–45975]","35810 [29332–42588]","","","","314 [257–374]","320 [262–383]","307 [251–365]","591 [486–705]","569 [466–680]","618 [506–735]"
"Côte d'Ivoire","Chronic obstructive pulmonary disease","24150 [12873–37944]","13845 [7380–21752]","10305 [5493–16191]","","","","102 [54–160]","115 [61–181]","88 [47–139]","219 [117–345]","239 [127–375]","197 [105–310]"
"Croatia","Total","53228 [44249–63233]","31878 [26814–37364]","21350 [16868–26644]","","","","1263 [1050–1501]","1570 [1321–1840]","978 [773–1221]","625 [520–742]","918 [772–1076]","375 [296–468]"
"Croatia","Lower respiratory infections","1595 [780–2577]","974 [476–1574]","621 [303–1003]","107 [52–173]","63 [31–102]","44 [21–71]","38 [19–61]","48 [23–78]","28 [14–46]","22 [11–35]","32 [16–51]","14 [7–22]"
"Croatia","Trachea, bronchus, lung cancers","7142 [3745–11379]","5341 [2801–8510]","1801 [944–2869]","","","","170 [89–270]","263 [138–419]","82 [43–131]","92 [48–147]","152 [80–242]","43 [22–68]"
"Croatia","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Croatia","Ischaemic heart disease","27309 [20821–33246]","16289 [12996–19394]","11021 [7741–14427]","","","","648 [494–789]","802 [640–955]","505 [355–661]","322 [246–392]","480 [383–572]","181 [127–237]"
"Croatia","Stroke","11622 [8121–17405]","5807 [4249–7896]","5815 [3683–9673]","","","","276 [193–413]","286 [209–389]","266 [169–443]","129 [90–193]","162 [118–220]","101 [64–168]"
"Croatia","Chronic obstructive pulmonary disease","5560 [2590–9268]","3467 [1615–5779]","2093 [975–3489]","","","","132 [61–220]","171 [80–285]","96 [45–160]","60 [28–100]","92 [43–154]","37 [17–61]"
"Cuba","Total","124028 [105573–145458]","72094 [61831–84343]","51935 [43798–61393]","","","","1081 [920–1268]","1256 [1077–1469]","906 [764–1071]","680 [579–797]","836 [717–978]","532 [448–628]"
"Cuba","Lower respiratory infections","17830 [9360–28115]","9607 [5043–15148]","8223 [4317–12967]","1241 [652–1957]","670 [352–1057]","571 [300–901]","155 [82–245]","167 [88–264]","143 [75–226]","102 [53–161]","117 [61–184]","88 [46–139]"
"Cuba","Trachea, bronchus, lung cancers","14280 [7624–22456]","9057 [4835–14242]","5223 [2789–8214]","","","","124 [66–196]","158 [84–248]","91 [49–143]","80 [43–125]","104 [56–164]","57 [31–90]"
"Cuba","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Cuba","Ischaemic heart disease","55410 [44487–65692]","33555 [27299–39753]","21856 [17095–26467]","","","","483 [388–572]","584 [475–692]","381 [298–462]","303 [243–360]","390 [318–463]","219 [171–265]"
"Cuba","Stroke","20266 [15407–27001]","11338 [8739–14575]","8928 [6582–12556]","","","","177 [134–235]","197 [152–254]","156 [115–219]","110 [84–146]","131 [101–168]","90 [66–126]"
"Cuba","Chronic obstructive pulmonary disease","16241 [7952–26761]","8537 [4180–14066]","7704 [3772–12694]","","","","142 [69–233]","149 [73–245]","134 [66–221]","85 [42–140]","94 [46–154]","78 [38–128]"
"Cyprus","Total","7043 [5850–8328]","4766 [3987–5607]","2277 [1850–2784]","","","","602 [500–712]","813 [680–957]","390 [317–477]","416 [346–492]","621 [519–730]","228 [185–279]"
"Cyprus","Lower respiratory infections","262 [127–423]","131 [63–212]","131 [63–211]","6 [3–9]","3 [1–5]","3 [1–4]","22 [11–36]","22 [11–36]","22 [11–36]","15 [7–24]","17 [8–27]","13 [6–21]"
"Cyprus","Trachea, bronchus, lung cancers","859 [450–1370]","709 [371–1130]","150 [79–240]","","","","73 [38–117]","121 [63–193]","26 [13–41]","52 [27–83]","90 [47–143]","18 [9–28]"
"Cyprus","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Cyprus","Ischaemic heart disease","3900 [3092–4643]","2772 [2250–3252]","1128 [818–1432]","","","","333 [264–397]","473 [384–555]","193 [140–245]","239 [190–285]","372 [302–436]","115 [84–146]"
"Cyprus","Stroke","938 [634–1481]","467 [335–678]","470 [291–809]","","","","80 [54–127]","80 [57–116]","80 [50–139]","53 [36–83]","59 [43–86]","46 [29–79]"
"Cyprus","Chronic obstructive pulmonary disease","1085 [498–1807]","686 [315–1143]","398 [183–664]","","","","93 [43–154]","117 [54–195]","68 [31–114]","57 [26–95]","83 [38–138]","37 [17–61]"
"Czechia","Total","115537 [95070–136497]","70707 [58783–83094]","44829 [35545–54442]","","","","1089 [896–1286]","1356 [1127–1593]","831 [659–1009]","575 [473–680]","820 [681–963]","363 [288–441]"
"Czechia","Lower respiratory infections","9054 [4183–15028]","5352 [2473–8884]","3702 [1710–6144]","297 [137–493]","175 [81–290]","122 [56–203]","85 [39–142]","103 [47–170]","69 [32–114]","51 [23–84]","69 [32–115]","35 [16–58]"
"Czechia","Trachea, bronchus, lung cancers","12079 [6226–19454]","8292 [4274–13355]","3787 [1952–6099]","","","","114 [59–183]","159 [82–256]","70 [36–113]","61 [31–98]","92 [47–147]","36 [18–58]"
"Czechia","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Czechia","Ischaemic heart disease","64813 [49480–80054]","40039 [31723–48225]","24774 [17613–32151]","","","","611 [466–754]","768 [608–925]","459 [326–596]","319 [244–394]","465 [368–560]","190 [135–247]"
"Czechia","Stroke","16158 [11389–24342]","8400 [6209–11278]","7759 [5033–13057]","","","","152 [107–229]","161 [119–216]","144 [93–242]","78 [55–118]","97 [72–131]","61 [40–103]"
"Czechia","Chronic obstructive pulmonary disease","13433 [5953–22692]","8625 [3822–14570]","4808 [2131–8122]","","","","127 [56–214]","165 [73–279]","89 [39–151]","66 [29–111]","97 [43–163]","41 [18–69]"
"Democratic People's Republic of Korea","Total","549893 [464899–637868]","323208 [274607–372949]","226685 [189830–267264]","","","","2168 [1833–2514]","2605 [2213–3006]","1749 [1465–2062]","1948 [1647–2259]","2807 [2385–3239]","1359 [1138–1603]"
"Democratic People's Republic of Korea","Lower respiratory infections","43786 [30235–58538]","24645 [17018–32948]","19141 [13217–25590]","23721 [16380–31713]","13263 [9158–17731]","10458 [7222–13982]","173 [119–231]","199 [137–266]","148 [102–197]","196 [135–262]","242 [167–323]","165 [114–221]"
"Democratic People's Republic of Korea","Trachea, bronchus, lung cancers","60841 [35890–88835]","36299 [21412–53000]","24543 [14478–35835]","","","","240 [141–350]","293 [173–427]","189 [112–276]","203 [120–296]","277 [164–405]","141 [83–206]"
"Democratic People's Republic of Korea","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Democratic People's Republic of Korea","Ischaemic heart disease","132602 [111394–153856]","83649 [69598–97252]","48953 [40100–57362]","","","","523 [439–606]","674 [561–784]","378 [309–443]","466 [391–540]","702 [584–816]","290 [238–340]"
"Democratic People's Republic of Korea","Stroke","166255 [136036–197961]","102221 [82578–122575]","64034 [51872–77628]","","","","655 [536–780]","824 [666–988]","494 [400–599]","575 [470–684]","856 [692–1027]","378 [306–459]"
"Democratic People's Republic of Korea","Chronic obstructive pulmonary disease","146408 [81472–222691]","76394 [42511–116198]","70014 [38961–106493]","","","","577 [321–878]","616 [343–937]","540 [301–822]","508 [283–773]","730 [406–1111]","384 [214–584]"
"Democratic Republic of the Congo","Total","1774491 [1341452–2211013]","893237 [674092–1112670]","881254 [667360–1097065]","","","","2254 [1704–2808]","2274 [1716–2833]","2233 [1691–2780]","2179 [1647–2715]","2259 [1705–2814]","2098 [1589–2612]"
"Democratic Republic of the Congo","Lower respiratory infections","1443117 [1040682–1874144]","726321 [523775–943257]","716796 [516906–930887]","1175790 [847903–1526973]","589837 [425352–766008]","585953 [422551–760964]","1833 [1322–2380]","1849 [1334–2402]","1816 [1310–2359]","1223 [882–1588]","1272 [917–1652]","1181 [852–1534]"
"Democratic Republic of the Congo","Trachea, bronchus, lung cancers","2458 [1489–3536]","1359 [823–1955]","1099 [666–1581]","","","","3 [2–4]","3 [2–5]","3 [2–4]","7 [4–10]","8 [5–12]","6 [3–8]"
"Democratic Republic of the Congo","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Democratic Republic of the Congo","Ischaemic heart disease","146214 [124187–168503]","82741 [70481–95322]","63472 [53220–73510]","","","","186 [158–214]","211 [179–243]","161 [135–186]","417 [354–480]","474 [404–546]","359 [301–415]"
"Democratic Republic of the Congo","Stroke","123880 [104102–144171]","55925 [46784–65138]","67955 [57000–79535]","","","","157 [132–183]","142 [119–166]","172 [144–202]","352 [296–410]","328 [274–382]","370 [310–433]"
"Democratic Republic of the Congo","Chronic obstructive pulmonary disease","58823 [33219–88027]","26891 [15186–40242]","31932 [18032–47785]","","","","75 [42–112]","68 [39–102]","81 [46–121]","181 [102–270]","177 [100–265]","183 [103–274]"
"Denmark","Total","30457 [22530–39345]","17018 [12994–21530]","13439 [9435–17970]","","","","533 [394–689]","599 [457–758]","468 [329–626]","271 [201–351]","334 [255–423]","213 [150–285]"
"Denmark","Lower respiratory infections","2524 [735–5153]","1344 [391–2745]","1179 [343–2408]","36 [10–73]","19 [6–39]","17 [5–34]","44 [13–90]","47 [14–97]","41 [12–84]","21 [6–42]","25 [7–52]","17 [5–34]"
"Denmark","Trachea, bronchus, lung cancers","5060 [2275–8871]","2640 [1187–4629]","2419 [1088–4242]","","","","89 [40–155]","93 [42–163]","84 [38–148]","47 [21–82]","51 [23–89]","43 [20–76]"
"Denmark","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Denmark","Ischaemic heart disease","9710 [7198–12085]","6451 [4937–7953]","3259 [2240–4330]","","","","170 [126–212]","227 [174–280]","114 [78–151]","91 [67–113]","133 [102–164]","51 [35–68]"
"Denmark","Stroke","4865 [3158–8305]","2491 [1680–3899]","2373 [1423–4451]","","","","85 [55–145]","88 [59–137]","83 [50–155]","44 [28–75]","50 [33–78]","38 [23–72]"
"Denmark","Chronic obstructive pulmonary disease","8299 [2886–15258]","4091 [1423–7522]","4208 [1463–7736]","","","","145 [51–267]","144 [50–265]","147 [51–269]","69 [24–127]","76 [26–139]","64 [22–118]"
"Djibouti","Total","16614 [13787–19531]","9329 [7815–10905]","7284 [6018–8632]","","","","1763 [1463–2073]","1972 [1652–2306]","1552 [1282–1839]","2186 [1814–2570]","2509 [2102–2933]","1879 [1553–2227]"
"Djibouti","Lower respiratory infections","10070 [7502–12807]","5417 [4036–6890]","4653 [3466–5918]","4942 [3682–6286]","2661 [1983–3385]","2281 [1700–2902]","1069 [796–1359]","1145 [853–1457]","991 [739–1261]","1105 [823–1405]","1201 [895–1528]","1013 [755–1289]"
"Djibouti","Trachea, bronchus, lung cancers","113 [70–161]","57 [35–80]","57 [35–80]","","","","12 [7–17]","12 [7–17]","12 [7–17]","18 [11–26]","19 [12–27]","18 [11–25]"
"Djibouti","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Djibouti","Ischaemic heart disease","3613 [3102–4133]","2287 [1969–2622]","1326 [1139–1513]","","","","383 [329–439]","484 [416–554]","282 [243–322]","590 [507–675]","744 [641–853]","441 [379–504]"
"Djibouti","Stroke","1993 [1691–2304]","1055 [892–1224]","938 [796–1082]","","","","211 [179–245]","223 [189–259]","200 [170–230]","325 [275–375]","349 [296–405]","301 [255–347]"
"Djibouti","Chronic obstructive pulmonary disease","824 [474–1215]","514 [296–757]","311 [179–458]","","","","87 [50–129]","109 [62–160]","66 [38–98]","148 [85–218]","196 [113–288]","106 [61–156]"
"Dominica","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Dominican Republic","Total","84822 [71811–100510]","50632 [43013–59895]","34189 [28956–40643]","","","","797 [674–944]","955 [811–1129]","640 [542–760]","890 [753–1054]","1092 [928–1292]","696 [590–828]"
"Dominican Republic","Lower respiratory infections","14655 [5844–26105]","8593 [3427–15307]","6062 [2417–10798]","8737 [3484–15563]","5255 [2096–9361]","3481 [1388–6202]","138 [55–245]","162 [65–289]","113 [45–202]","133 [53–237]","156 [62–277]","110 [44–196]"
"Dominican Republic","Trachea, bronchus, lung cancers","2417 [1196–3984]","1418 [702–2338]","999 [494–1647]","","","","23 [11–37]","27 [13–44]","19 [9–31]","27 [13–44]","32 [16–53]","21 [10–35]"
"Dominican Republic","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Dominican Republic","Ischaemic heart disease","47323 [38634–55631]","28985 [23601–34211]","18338 [14954–21467]","","","","444 [363–522]","546 [445–645]","343 [280–402]","510 [416–600]","644 [524–760]","383 [312–448]"
"Dominican Republic","Stroke","16754 [12798–21036]","9621 [7356–12057]","7133 [5474–9097]","","","","157 [120–198]","181 [139–227]","133 [102–170]","181 [138–227]","215 [164–269]","148 [114–189]"
"Dominican Republic","Chronic obstructive pulmonary disease","3672 [1489–6377]","2015 [817–3499]","1657 [672–2878]","","","","34 [14–60]","38 [15–66]","31 [13–54]","40 [16–69]","46 [18–79]","34 [14–59]"
"Ecuador","Total","74757 [59485–93469]","43681 [35169–54111]","31076 [24303–39424]","","","","456 [363–570]","533 [429–661]","379 [297–481]","494 [393–618]","603 [486–748]","392 [307–498]"
"Ecuador","Lower respiratory infections","23459 [10066–40088]","12852 [5515–21963]","10606 [4551–18125]","10798 [4633–18452]","5805 [2491–9920]","4993 [2142–8533]","143 [61–245]","157 [67–268]","129 [56–221]","143 [61–244]","160 [69–273]","126 [54–216]"
"Ecuador","Trachea, bronchus, lung cancers","1982 [1003–3228]","1083 [548–1764]","899 [455–1464]","","","","12 [6–20]","13 [7–22]","11 [6–18]","14 [7–23]","16 [8–26]","12 [6–20]"
"Ecuador","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Ecuador","Ischaemic heart disease","27900 [22893–32684]","17913 [14732–20888]","9986 [7954–11843]","","","","170 [140–199]","219 [180–255]","122 [97–145]","191 [157–224]","256 [211–299]","130 [104–155]"
"Ecuador","Stroke","13715 [10647–17567]","7339 [5700–9206]","6376 [4873–8383]","","","","84 [65–107]","90 [70–112]","78 [59–102]","94 [73–120]","105 [82–132]","83 [64–110]"
"Ecuador","Chronic obstructive pulmonary disease","7702 [3301–13192]","4493 [1926–7696]","3209 [1375–5496]","","","","47 [20–81]","55 [24–94]","39 [17–67]","53 [23–90]","67 [29–114]","40 [17–69]"
"Egypt","Total","2068658 [1886588–2275151]","1209300 [1098778–1331325]","859357 [786395–946178]","","","","2162 [1972–2378]","2500 [2271–2752]","1816 [1662–2000]","2812 [2565–3093]","3420 [3107–3765]","2250 [2059–2478]"
"Egypt","Lower respiratory infections","460343 [365956–551950]","273653 [217543–328108]","186691 [148412–223842]","222584 [176946–266877]","125252 [99571–150177]","97332 [77375–116700]","481 [382–577]","566 [450–678]","395 [314–473]","448 [356–537]","552 [439–662]","351 [279–420]"
"Egypt","Trachea, bronchus, lung cancers","44693 [31558–57462]","31898 [22524–41012]","12795 [9035–16450]","","","","47 [33–60]","66 [47–85]","27 [19–35]","64 [45–82]","97 [68–125]","35 [25–45]"
"Egypt","Cataracts","0 [0–0]","","0 [0–0]","","","","0 [0–0]","","0 [0–0]","0 [0–0]","","0 [0–0]"
"Egypt","Ischaemic heart disease","1063964 [912389–1224911]","631801 [542812–729529]","432163 [369773–496006]","","","","1112 [953–1280]","1306 [1122–1508]","913 [782–1048]","1556 [1335–1792]","1905 [1637–2200]","1224 [1047–1405]"
"Egypt","Stroke","323580 [278629–373117]","163607 [140662–188415]","159973 [138066–185354]","","","","338 [291–390]","338 [291–389]","338 [292–392]","478 [412–552]","511 [440–589]","449 [387–520]"
"Egypt","Chronic obstructive pulmonary disease","176078 [115000–243445]","108341 [70760–149792]","67737 [44240–93652]","","","","184 [120–254]","224 [146–310]","143 [94–198]","266 [174–368]","354 [231–489]","192 [125–265]"
"El Salvador","Total","47792 [40841–55491]","27783 [23531–32296]","20009 [17139–23161]","","","","753 [644–875]","932 [789–1083]","595 [510–689]","793 [677–920]","1054 [893–1225]","586 [502–678]"
